spain,day,month,year,hour,day_of_week,week_of_year,day_of_year,is_weekend,is_month_beginning,is_month_end,summer,spring,winter,fall,is_matchday,quarter,day_or_night,season_category,is_bad_weather,is_good_weather,is_holiday,days_to_next_holiday,days_since_last_holiday,lag_1,lag_3,lag_6,lag_12,lag_24,lag_48,lag_96,lag_192,lag_384,moving_avg_1,moving_avg_3,moving_avg_6,moving_avg_12,moving_avg_24,moving_avg_48,moving_avg_96,moving_avg_192,moving_avg_384,exp_moving_avg_1,exp_moving_avg_3,exp_moving_avg_6,exp_moving_avg_12,exp_moving_avg_24,exp_moving_avg_48,exp_moving_avg_96,exp_moving_avg_192,exp_moving_avg_384,rolling_std_3,rolling_std_6,rolling_std_12,rolling_std_24,rolling_std_48,rolling_std_96,rolling_std_192,rolling_std_384,lag_diff_1,lag_diff_3,lag_diff_6,lag_diff_12,lag_diff_24,lag_diff_48,lag_diff_96,lag_diff_192,lag_diff_384,cumulative_sum,cumulative_mean
110.5,5,11,2022,9,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,118.6,114.36,114.99,187.0,154.92,120.46,95.92,130.3,105.0,110.5,116.36666666666662,115.57333333333332,128.45250000000001,139.08833333333334,139.26958333333332,128.96375,128.4028125,115.63736979166667,110.5,114.37128482949993,118.00084019211513,126.6249705367134,134.31150925045512,135.90951942897584,133.58363945764128,127.9862659140176,117.61483272474506,5.128677542344584,3.365933253444615,20.76584132437441,31.32623538167989,25.010875758471247,28.766910239663357,33.07253271705505,32.99429524404799,-8.099999999999994,-3.8599999999999994,-4.489999999999995,-76.5,-44.41999999999999,-9.959999999999994,14.579999999999998,-19.80000000000001,5.5,45345.18999999995,114.79794936708862
107.04,5,11,2022,10,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,110.5,120.0,114.99,174.0,139.89,109.41,89.74,114.94,95.0,107.04,112.04666666666662,114.24833333333333,122.8725,137.71958333333333,139.22020833333332,129.14395833333333,128.36166666666665,115.66872395833333,107.04,110.70564241474997,114.86917156579653,123.61189814644982,132.1297885104187,134.7311716971809,133.03634792243218,127.76920616361326,117.55989852877235,5.93317228245976,4.8701392861645285,15.822037062849573,32.00010128777005,25.073338343754017,28.572137236684558,33.09427669684376,32.98035034397497,-3.4599999999999937,-12.959999999999994,-7.949999999999989,-66.96,-32.84999999999998,-2.3699999999999903,17.30000000000001,-7.8999999999999915,12.040000000000006,45452.22999999995,114.7783585858586
102.58,5,11,2022,11,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,107.04,118.6,114.99,159.78,123.27,112.1,82.0,106.13,77.04,102.58,106.70666666666664,112.17999999999999,118.10583333333334,136.8575,139.021875,129.35833333333332,128.34317708333336,115.73523437499999,102.58,106.642821207375,111.35797968985467,120.37622150853446,129.7658054295852,133.418878974847,132.4083819858872,127.50817812046701,117.48208087407743,3.9705079439975544,6.7605206900041965,11.796278656912014,32.67781620211388,25.328778070353984,28.29051295944947,33.10775137106195,32.92795686871654,-4.460000000000008,-16.019999999999996,-12.409999999999997,-57.2,-20.689999999999998,-9.519999999999996,20.58,-3.549999999999997,25.539999999999992,45554.809999999954,114.74763224181359
106.46,5,11,2022,12,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,102.58,110.5,114.36,146.67,118.0,125.5,85.91,101.03,74.4,106.46,105.35999999999997,110.86333333333334,114.755,136.37666666666667,138.62520833333332,129.57239583333333,128.37145833333332,115.81872395833334,106.46,106.55141060368749,109.95855692132476,118.2352643533753,127.9013409952184,132.31851656771036,131.87336380061117,127.29006228502175,117.42482331109521,2.424953607806558,7.015518987690109,8.065926650253822,33.05013736295434,25.69153805468366,28.034888742977863,33.08661025198618,32.86345805588578,3.8799999999999955,-4.040000000000006,-7.900000000000006,-40.209999999999994,-11.540000000000006,-19.040000000000006,20.549999999999997,5.429999999999993,32.05999999999999,45661.26999999995,114.72680904522612
109.2,5,11,2022,13,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,106.46,107.04,120.0,133.79,112.8,129.07,80.88,100.5,68.69,109.2,106.07999999999997,109.06333333333333,112.70583333333333,136.22666666666666,138.21125,129.86739583333332,128.41677083333335,115.92421875000001,109.2,107.87570530184374,109.74182637237483,116.84522368362525,126.40523371560094,131.37490364657933,131.40587176348518,127.10260049968473,117.38209695623237,3.3263192871422,5.402509293526391,5.508577540087203,33.16974677999941,26.006916643421665,27.663666927646787,33.05418160316569,32.77668129914871,2.740000000000009,2.1599999999999966,-10.799999999999997,-24.58999999999999,-3.5999999999999943,-19.86999999999999,28.320000000000007,8.700000000000003,40.510000000000005,45770.46999999995,114.7129573934837
108.48,5,11,2022,14,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,109.2,102.58,118.6,118.76,112.44,133.3,81.1,93.66,64.22,108.48,108.04666666666662,107.37666666666667,111.84916666666668,136.06166666666667,137.69416666666666,130.1526041666667,128.49395833333332,116.03947916666665,108.48,108.17785265092186,109.3813045516963,115.55826619383676,124.97121501835286,130.44041778345363,130.93317337660918,126.9096201836258,117.33585229671948,1.4204694059880116,2.7661790734942904,5.275904848431067,33.302798507119526,26.351106951865667,27.294265302625288,32.98983436884936,32.672040701374215,-0.7199999999999989,5.900000000000006,-10.11999999999999,-10.280000000000001,-3.9599999999999937,-24.820000000000007,27.38000000000001,14.820000000000007,44.260000000000005,45878.94999999995,114.697375
107.04,5,11,2022,15,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,108.48,106.46,110.5,114.99,112.58,133.3,85.0,105.25,70.32,107.04,108.23999999999997,106.80000000000001,111.18666666666667,135.83083333333335,137.14708333333334,130.38218750000001,128.50328125000001,116.13510416666666,107.04,107.60892632546094,108.71236039406878,114.24776370247727,123.53671781688463,129.48529869025143,130.440530626576,126.70371738379548,117.28236734972353,1.0998181667960467,2.307448807659796,5.34435357658122,33.491301001209685,26.71436867005707,27.00159489258788,32.983483557780005,32.59151597126232,-1.4399999999999977,0.5800000000000125,-3.4599999999999937,-7.949999999999989,-5.539999999999992,-26.260000000000005,22.040000000000006,1.7900000000000063,36.72000000000001,45985.989999999954,114.67827930174563
113.8,5,11,2022,16,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,107.04,109.2,107.04,114.99,139.59,139.22,96.39,124.35,76.68,113.8,109.77333333333331,107.92666666666666,111.08749999999999,134.75625,136.6175,130.56354166666665,128.44833333333335,116.23177083333333,113.8,110.70446316273046,110.16597171004912,114.17887697901924,122.75778039153387,128.84508241717992,130.0974269023167,126.57000010520692,117.26427712972496,3.5607489848834195,3.68640023147761,5.277993980154464,33.777957414047734,26.923544034994087,26.82879929357806,32.99922281066932,32.529175777316,6.759999999999991,4.599999999999994,6.759999999999991,-1.1899999999999977,-25.790000000000006,-25.42,17.409999999999997,-10.549999999999997,37.11999999999999,46099.78999999996,114.67609452736319
157.27,5,11,2022,17,5,44,309,0,0,0,0,0,0,1,0,4,1,1,0,1,0,32,3,113.8,108.48,102.58,114.99,158.42,144.11,121.73,133.31,98.59,157.27,126.03666666666663,117.04166666666667,114.61083333333333,134.70833333333334,136.89166666666665,130.93375,128.573125,116.38458333333334,157.27,133.98723158136522,123.62426550717794,120.80828052070859,125.51875796021116,130.00528313484605,130.65768614144417,126.88813481914259,117.4720990667134,27.259222904062263,19.877756831862232,14.381353747337654,33.743727361272484,27.06808188138936,26.95055336801292,33.06294690807323,32.58386825289499,43.47000000000001,48.790000000000006,54.69000000000001,42.280000000000015,-1.1499999999999773,13.159999999999997,35.540000000000006,23.960000000000008,58.68000000000001,46257.059999999954,114.78178660049628
170.0,5,11,2022,18,5,44,309,0,0,0,0,0,0,1,0,4,0,1,0,1,0,32,3,157.27,107.04,106.46,114.36,179.38,173.52,133.79,135.31,102.59,170.0,147.02333333333328,127.63166666666666,119.2475,134.3175,136.81833333333333,131.3109375,128.75380208333334,116.56013020833332,170.0,151.9936157906826,136.87447536226995,128.3762373636765,129.07725732339426,131.63772055791355,131.46886787048655,127.33488989873698,117.74497127935385,29.46787459816805,28.267829358948912,21.500463895629693,33.25460285238075,26.97133169373258,27.242754095186424,33.1944767944451,32.690767010941784,12.72999999999999,62.959999999999994,63.540000000000006,55.64,-9.379999999999995,-3.5200000000000102,36.21000000000001,34.69,67.41,46427.059999999954,114.91846534653465
163.29,5,11,2022,19,5,44,309,0,0,0,0,0,0,1,0,4,0,1,0,1,0,32,3,170.0,113.8,109.2,120.0,217.74,155.33,136.0,132.96,122.96,163.29,163.51999999999995,136.64666666666668,122.855,132.04874999999998,136.98416666666665,131.59520833333335,128.91177083333332,116.66515625,163.29,157.6418078953413,144.4217681159071,133.7475854615724,131.81427673752273,132.92965033105992,132.12497368758991,127.70748171325783,117.9815688311494,6.368115890907467,29.797717809702498,24.987226373052806,28.88623627604773,27.11167832168363,27.433909519700162,33.28663898725166,32.77605473427498,-6.710000000000008,49.489999999999995,54.08999999999999,43.28999999999999,-54.45000000000002,7.9599999999999795,27.289999999999992,30.329999999999984,40.33,46590.349999999955,115.0379012345679
149.99,5,11,2022,20,5,44,309,0,0,0,0,0,0,1,0,4,0,1,0,1,0,32,3,163.29,157.27,108.48,118.6,195.58,137.41,178.59,128.92,115.0,149.99,161.09333333333328,143.56500000000003,125.47083333333332,130.14916666666667,137.24625,131.29729166666667,129.02151041666667,116.75627604166665,149.99,153.81590394767065,146.01269151136222,136.24641846748435,133.26833459852094,133.62599113387378,132.49332474557775,127.93838863850904,118.14784639566291,10.184254186407605,26.59708010289853,26.118729768060586,25.86806288720194,27.176608811427744,27.07109153318818,33.3213799785555,32.82002126380327,-13.299999999999983,-7.280000000000001,41.510000000000005,31.390000000000015,-45.59,12.580000000000013,-28.599999999999994,21.07000000000002,34.99000000000001,46740.33999999995,115.12399014778325
148.49,5,11,2022,21,5,44,309,0,0,0,0,0,0,1,0,4,0,1,0,1,0,32,3,149.99,170.0,107.04,110.5,187.0,132.2,180.0,105.82,97.0,148.49,153.9233333333333,150.47333333333333,128.63666666666666,128.54458333333332,137.585625,130.9690625,129.24375,116.89036458333334,148.49,151.15295197383534,146.7204939366873,138.13004639556368,134.48606783063929,134.2326853733075,132.82315310133902,128.15135870443123,118.3054679728283,8.146369334455624,19.702045240702127,26.439561725611668,23.250226736466534,27.213938849166627,26.662307835441574,33.30811832081323,32.84426892033247,-1.5,-21.50999999999999,41.45,37.99000000000001,-38.50999999999999,16.29000000000002,-31.50999999999999,42.670000000000016,51.49000000000001,46888.82999999995,115.20597051597052
129.0,5,11,2022,22,5,44,309,0,0,0,0,0,0,1,0,4,0,1,0,1,0,32,3,148.49,163.29,113.8,107.04,174.0,128.49,139.49,94.38,76.8,129.0,142.4933333333333,153.00666666666666,130.46666666666667,126.66958333333332,137.59625,130.85979166666667,129.4240625,117.02630208333333,129.0,140.07647598691767,141.65749566906234,136.72542387316926,134.04718240418813,134.01910637847863,132.74432520234234,128.160152914748,118.36102398335906,11.709612860097321,14.272469536372302,25.554013857756864,21.14424322500032,27.210411463652786,26.64851080974695,33.21196469823018,32.78587976764191,-19.49000000000001,-34.28999999999999,15.200000000000003,21.959999999999994,-45.0,0.5099999999999909,-10.490000000000009,34.620000000000005,52.2,47017.82999999995,115.23977941176472
